p05309_f001,p05309_f002,p05309_f003,p05309_f016,p05309_f004,p05309_f017,p05309_f005,p05309_f018,p05309_f006,p05309_f019,p05309_f009,p05309_f008,p05309_f011,p05309_f014,p05309_f010,p05309_f015,p05309_f012,p05309_f013
2476.HK,胜宏科技,2026/04/21,2026/04/13,2026/04/20,是,Mega Prime Development Limited,"Mega Prime是一家于英属维尔京群岛注册成立的有限责任公司。该公司为一家投资公司,作为基石投资者积极参与香港的首次公开发售。其投资组合包括(其中包括)兆易创新(股份代号:3986)、紫金黄金国际(股份代号:2259)及精锋医疗 -B(股份代号:2675)。",大湾区共同家园投资有限公司,"大湾区共同家园投资有限公司(‘大湾区共同家园投资’)是根据香港法律注册成立的有限责任公司,由十名股东共同持有,各股东所持权益均低于13%。大湾区共同家园投资的业务涵盖投资、投资控股,以及通过旗下附属公司设立或管理私募股权基金,以把握粤港澳大湾区发展及国际创新科技枢纽建设的历史机遇,专注于科技创新、产业升级、生活质素、智慧城市及所有其他相关行业。",466700,97971750.0000,HKD,0.4900,6,2026/10/21,电子零件,电子设备和仪器
2476.HK,胜宏科技,2026/04/21,2026/04/13,2026/04/20,是,Black Dragon AP SPV1,"Black Dragon AP SPV1(‘Black Dragon’)为在开曼群岛成立的全权委托多策略投资基金。该基金旨在通过投资多元化的投资组合,实现长期、稳定及具吸引力的风险调整后回报。",Soopakij Chearavanont,为一家总部位于泰国的综合企业集团之主席。,373400,78377400.0000,HKD,0.3900,6,2026/10/21,电子零件,电子设备和仪器
2476.HK,胜宏科技,2026/04/21,2026/04/13,2026/04/20,是,HQ TELECOM SINGAPORE PTE. LTD.,"HQ TELECOM SINGAPORE PTE. LTD.(‘华勤新加坡’)于2019年根据新加坡法律在新加坡注册成立为有限责任公司,主要从事电子产品销售及股权投资。",华勤技术股份有限公司,"一家上海证券交易所上市公司,股票代码:603296。华勤是一家以科技驱动的全球领先智能产品平台公司,为全球领先科技公司提供涵盖移动终端、计算及数据中心业务、AIoT以及创新业务领域的智能产品,并为客户提供全价值链的端到端解决方案。作为全球领先的全栈式智能产品ODM平台,华勤技术在多个智能产品类别中均取得全球第一的地位。",373400,78377400.0000,HKD,0.3900,6,2026/10/21,电子零件,电子设备和仪器
2476.HK,胜宏科技,2026/04/21,2026/04/13,2026/04/20,是,Poly Platinum Enterprises Limited,"Poly Platinum是一家于英属维尔京群岛注册成立的有限责任公司,并由大湾区共同家园发展基金有限合伙(‘大湾区基金’)全资控制。",大湾区共同家园投资有限公司,"大湾区共同家园投资有限公司(‘大湾区共同家园投资’)是根据香港法律注册成立的有限责任公司,由十名股东共同持有,各股东所持权益均低于13%。大湾区共同家园投资的业务涵盖投资、投资控股,以及通过旗下附属公司设立或管理私募股权基金,以把握粤港澳大湾区发展及国际创新科技枢纽建设的历史机遇,专注于科技创新、产业升级、生活质素、智慧城市及所有其他相关行业。",280000,58783050.0000,HKD,0.2900,6,2026/10/21,电子零件,电子设备和仪器
0068.HK,群核科技,2026/04/17,2026/04/09,2026/04/16,是,泰康人寿保险有限责任公司,"泰康人寿保险有限责任公司(‘泰康人寿’)为一家于中国注册成立的公司,是泰康保险集团股份有限公司的全资附属公司。",泰康保险集团股份有限公司,"泰康保险集团股份有限公司是一家以保险、资产管理及医疗养老为主营业务的保险及金融综合服务企业。公司总部位于北京,由多家附属公司组成,包括泰康人寿、泰康资产、泰康养老、泰康健投、泰康健康及泰康在线。其产品范围涵盖人身保险、互联网财险、企业年金、资产管理、医疗养老、健康管理及商业不动产等。",13369500,101877100.0000,HKD,8.3200,6,2026/10/17,应用软件,应用软件
0068.HK,群核科技,2026/04/17,2026/04/09,2026/04/16,是,阳光人寿保险股份有限公司,"阳光人寿保险股份有限公司(‘阳光人寿’)是一家于中国注册成立的股份有限公司,主要从事人寿保险、健康保险及意外保险业务。阳光人寿由阳光保险集团股份有限公司(一家于联交所上市的公司(股份代号6963))(概无股东持有30%或以上的股权)拥有99.9999%权益。",阳光保险集团股份有限公司,阳光保险集团股份有限公司(一家于联交所上市的公司(股份代号6963))(概无股东持有30%或以上的股权)拥有99.9999%权益。,10284000,78367000.0000,HKD,6.4000,6,2026/10/17,应用软件,应用软件
0068.HK,群核科技,2026/04/17,2026/04/09,2026/04/16,是,REDWOOD ELITE LIMITED,REDWOOD ELITE LIMITED（‘Redwood’）是一家于开曼群岛注册成立的有限公司，并为Goldstream Investment Limited（‘GIL’）的直接全资附属公司及投资控股实体，代表GIL进行投资。,赵令欢,赵令欢先生为弘毅投资的最终控股股东及董事长。,8227500,62693600.0000,HKD,5.1200,6,2026/10/17,应用软件,应用软件
0068.HK,群核科技,2026/04/17,2026/04/09,2026/04/16,是,广发基金管理有限公司及广发国际资产管理有限公司,"广发基金管理有限公司(‘广发基金管理’)于2003年8月5日成立。广发基金管理及其附属公司获准以公募基金合格投资管理人、全国社保基金境内委托投资管理人、基本养老保险基金合格投资管理机构、为特定客户提供资产管理服务的合格基金管理公司、合资格境内机构投资者、人民币合资格境外机构投资者、合资格境外机构投资者、合资格境内有限合伙人、受托管理保险资金投资管理人、保险保障基金委托资产管理投资管理人及基金投资顾问的身份开展业务,使其成为具有综合资产管理能力和经验的大型基金管理公司。广发基金管理的控股股东为广发证券股份有限公司(‘广发证券’,一家于联交所(股份代号1776)及深圳证券交易所(证券代码000776)上市的有限公司),其于广发基金管理拥有54.53%股权。除广发证券外,并无其他股东于广发基金管理持有30%或以上股权。广发国际资产管理有限公司(‘广发基金香港’)是广发基金管理的全资附属公司。广发基金香港(香港证券及期货事务监察委员会的中央编号AXL121)于2010年12月在香港注册成立。广发基金香港已获证监会许可在香港从事第1类(证券交易)、第4类(就证券提供意见)及第9类(提供资产管理)受规管活动。广发基金香港作为其母公司广发基金管理的全球投资及业务平台。作为广发基金管理的海外窗口公司,广发基金香港战略性对接中国与海外市场。广发基金香港发挥广发基金管理的投研能力及在海外市场的竞争优势,为客户提供全面的优质服务。广发基金管理及广发基金香港将以其作为其管理的若干基金及╱或独立账户的全权投资经理的身份作为基石投资者认购发售股份。据广发基金管理及广发基金香港所深知,各基金及╱或账户均为独立第三方。",广发证券股份有限公司,"广发证券股份有限公司(‘广发证券’,一家于联交所(股份代号1776)及深圳证券交易所(证券代码000776)上市的有限公司)。",8227000,62689740.0000,HKD,5.1200,6,2026/10/17,应用软件,应用软件
0068.HK,群核科技,2026/04/17,2026/04/09,2026/04/16,是,"Mirae Asset Securities Co., Ltd.","Mirae Asset Securities Co., Ltd.（‘Mirae Asset Securities’）是韩国最大的投资银行之一，提供全面的金融服务，包括经纪、财富管理、投资银行、销售及交易以及自营投资。其由Mirae Asset Capital Co., Ltd.（一间位于韩国的金融投资公司）最终控制。Mirae Asset Securities于韩国交易所上市，股份代号为006800.KS。","Mirae Asset Capital Co., Ltd.","Mirae Asset Capital Co., Ltd.（一间位于韩国的金融投资公司）。",5142000,39183500.0000,HKD,3.2000,6,2026/10/17,应用软件,应用软件
0068.HK,群核科技,2026/04/17,2026/04/09,2026/04/16,是,雾淞资本有限公司,"雾淞资本有限公司(‘雾淞资本’)是一家于香港注册成立的有限公司,并获证监会许可从事第1、4、9类受规管活动,其由卓颖女士最终拥有,彼拥有雾淞资本的64%股份。除卓颖女士外,概无其他股东持有雾淞资本的30%或以上股权。",卓颖,,5142000,39183500.0000,HKD,3.2000,6,2026/10/17,应用软件,应用软件
0068.HK,群核科技,2026/04/17,2026/04/09,2026/04/16,是,华营建筑集团控股有限公司,"华营建筑集团控股有限公司(‘华营建筑’)根据开曼群岛法律在开曼群岛注册成立为获豁免有限责任公司。华营建筑的主要业务为投资控股。华营建筑为历史悠久的总承建商,主要于香港、马来西亚及英国从事提供楼宇建筑服务以及维修、保养、加建及改建工程。华营建筑集团控股有限公司的股份于香港联合交易所有限公司主板上市(香港交易所股份代号1582)。华营建筑集团控股有限公司的最终控股股东为浙江省建设投资集团股份有限公司,其股份于深圳证券交易所上市(证券代码002761.SZ)。概无其他股东持有华营建筑的30%或以上股权。",浙江省建设投资集团股份有限公司,"浙江省建设投资集团股份有限公司,其股份于深圳证券交易所上市(证券代码002761.SZ)。",3085000,23510100.0000,HKD,1.9200,6,2026/10/17,应用软件,应用软件
0068.HK,群核科技,2026/04/17,2026/04/09,2026/04/16,是,Hesai Hong Kong Limited,Hesai Hong Kong Limited（‘Hesai HK’）由禾赛科技（纳斯达克：HSAI；港交所：2525）全资拥有，禾赛科技是激光雷达决解方案的全球领导者。,Li Yifan、Sun Kai及Xiang Shaoqing,,3085000,23510100.0000,HKD,1.9200,6,2026/10/17,应用软件,应用软件
0068.HK,群核科技,2026/04/17,2026/04/09,2026/04/16,是,国惠(香港)控股有限公司,"国惠(香港)控股有限公司(‘国惠香港’),主要从事投资及贸易业务,是一家在香港注册成立的有限公司,并由山东发展投资控股集团有限公司全资拥有。",山东省人民政府国有资产监督管理委员会,,3085000,23510100.0000,HKD,1.9200,6,2026/10/17,应用软件,应用软件
3277.HK,长光辰芯,2026/04/17,2026/04/09,2026/04/16,是,CPE Peepal Investment Limited,"PE Peepal Investment Limited(‘CPE Peepal’)是一家根据英属维尔京群岛法律注册成立的商业公司,其主要业务活动为投资控股。该公司为CPE Global Opportunities Fund II,L.P.(‘CPE GOF II’)的附属公司,后者为根据开曼群岛法律设立的获豁免有限合伙企业。",CPE Management International II Limited,,2945900,117486000.0000,HKD,4.5100,6,2026/10/17,电子零件,电子元件
3277.HK,长光辰芯,2026/04/17,2026/04/09,2026/04/16,是,HHLR Advisors Ltd.,"HHLR Advisors, Ltd.(‘HHLRA’)为Hillhouse Group旗下公司,是一间于开曼群岛注册成立的获豁免公司,担任投资基金(统称‘HHLRA Funds’)(均为根据开曼群岛法律成立的有限合伙企业)的投资经理。",Hillhouse Group,,2945900,117486000.0000,HKD,4.5100,6,2026/10/17,电子零件,电子元件
3277.HK,长光辰芯,2026/04/17,2026/04/09,2026/04/16,是,UBS Asset Management (Singapore) Ltd.,UBS Asset Management (Singapore) Ltd.(‘UBS AM Singapore’)为一间于1993年12月在新加坡注册成立的公司。,UBS Group AG,"UBS Group AG为一家根据瑞士法律组建的公司,向投资者发行普通股。UBS Group AG的股份于瑞士证券交易所(股份代码:UBSG)和纽约证券交易所(股份代码:UBS)上市。",2945900,117486000.0000,HKD,4.5100,6,2026/10/17,电子零件,电子元件
3277.HK,长光辰芯,2026/04/17,2026/04/09,2026/04/16,是,Perseverance Asset Management International (Singapore) Pte. Ltd.,"Perseverance Asset Management为一家于2018年10月在新加坡注册成立的私人股份有限公司,持有新加坡金融管理局颁发的基金管理资本市场服务牌照。Perseverance Asset Management由Perseverance Asset Management International全资拥有,后者主要从事投资管理及投资顾问服务,且为独立第三方。Perseverance Asset Management担任其投资顾问或投资经理的若干投资基金,曾作为基石投资者投资于紫金黄金国际有限公司(股份代号:2259.HK)、宁德时代新能源科技股份有限公司(股份代号:3750.HK)及先瑞达医疗科技控股有限公司(股份代号:6669.HK)。",Perseverance Asset Management International,主要从事投资管理及投资顾问服务。,1963900,78324000.0000,HKD,3.0100,6,2026/10/17,电子零件,电子元件
3277.HK,长光辰芯,2026/04/17,2026/04/09,2026/04/16,是,Arc Avenue Asset Management Pte. Ltd.,"Arc Avenue Asset Management Pte. Ltd.(‘Arc Avenue’)是一家在新加坡注册成立的基金管理公司,受新加坡金融管理局(‘MAS’)监管。其持有合格╱机构持牌基金管理公司(A/I LFMC)牌照,获授权专门为合格及机构投资者管理投资基金。该公司专注于资产管理,主要投资于股权投资基金。Arc Avenue拥有一支市场知名的投资团队,专注于投资人工智能、TMT、消费、医疗保健及先进制造等行业,旨在通过深入的行业分析以及对新兴技术和消费趋势的精准把握,发掘能够改变行业商业模式的优秀公司及最具前瞻性的企业家。",,,1963900,78324000.0000,HKD,3.0100,6,2026/10/17,电子零件,电子元件
