decision_tier_step8,code,name,listing_date,lifecycle_stage,step8_score,primary_score_step8,cornerstone_score_step8,secondary_score_step8,primary_recommendation_step8,cornerstone_recommendation_step8,secondary_recommendation_step8,buy_trigger_step8,sell_trigger_step8,risk_tags_step8
C 等触发,2522.HK,一脉阳光,2024-06-07,已上市/半新股,60.6,61.5,58.9,64.8,只看二级/等待价格确认,不建议基石，除非估值显著让利,等待回踩发行价/VWAP后试仓,二级高分：趋势延续持有/试仓,持仓风控：发行价、首日VWAP、20D低点为核心防线,一手中签率低；孖展拥挤；公开认购过热；中签率极低；关注基石锁定期
C 等触发,1989.HK,广合科技,2026-03-20,已上市/半新股,60.5,56.1,53.1,67.9,只看二级/等待价格确认,不建议基石，除非估值显著让利,等待回踩发行价/VWAP后试仓,二级高分：趋势延续持有/试仓,持仓风控：发行价、首日VWAP、20D低点为核心防线,公开超购极热；孖展拥挤；一手中签率低；基石阵容较多；暗盘强势；综合风险惩罚高；孖展极度拥挤；公开认购过热；中签率极低；关注基石锁定期
C 等触发,3200.HK,大族数控,2026-02-06,已上市/半新股,60.5,57.0,55.7,67.2,只看二级/等待价格确认,不建议基石，除非估值显著让利,等待回踩发行价/VWAP后试仓,二级高分：趋势延续持有/试仓,持仓风控：发行价、首日VWAP、20D低点为核心防线,基石阵容较多；孖展拥挤；公开认购过热；关注基石锁定期
C 等触发,2549.HK,卡罗特,2024-10-02,已上市/半新股,60.5,53.0,48.3,72.2,只看二级/等待价格确认,不建议锁定,等待回踩发行价/VWAP后试仓,趋势确认：回踩不破首日VWAP/发行价可试仓,首日情绪强但后续不足：放量不创新高止盈,公开超购极热；孖展拥挤；暗盘强势；孖展极度拥挤；公开认购过热；关注基石锁定期
C 等触发,3296.HK,华勤技术,2026-04-23,已上市/半新股,60.2,57.4,55.8,66.4,只看二级/等待价格确认,不建议基石，除非估值显著让利,等待回踩发行价/VWAP后试仓,二级高分：趋势延续持有/试仓,持仓风控：发行价、首日VWAP、20D低点为核心防线,孖展拥挤；基石阵容较多；孖展极度拥挤；公开认购过热；关注基石锁定期
C 等触发,6166.HK,剑桥科技,2025-10-28,已上市/半新股,60.2,56.6,52.5,66.0,只看二级/等待价格确认,不建议基石，除非估值显著让利,破发弱势，回避或止损,二级高分：趋势延续持有/试仓,首日情绪强但后续不足：放量不创新高止盈,一手中签率低；基石阵容较多；暗盘强势；孖展拥挤；公开认购过热；中签率极低；关注基石锁定期
C 等触发,3750.HK,宁德时代,2025-05-20,已上市/半新股,60.1,56.2,53.0,67.2,只看二级/等待价格确认,不建议基石，除非估值显著让利,等待回踩发行价/VWAP后试仓,二级高分：趋势延续持有/试仓,持仓风控：发行价、首日VWAP、20D低点为核心防线,基石阵容较多；孖展拥挤；公开认购过热；关注基石锁定期
C 等触发,3696.HK,英矽智能,2025-12-30,已上市/半新股,60.1,54.5,51.1,69.1,只看二级/等待价格确认,不建议锁定,等待回踩发行价/VWAP后试仓,二级高分：趋势延续持有/试仓,短期涨幅过大：分批止盈并跟踪成交背离,公开超购极热；孖展拥挤；一手中签率低；基石阵容较多；暗盘强势；综合风险惩罚高；孖展极度拥挤；公开认购过热；中签率极低；关注基石锁定期
C 等触发,6600.HK,卧安机器人,2025-12-30,已上市/半新股,60.0,59.2,56.5,64.5,只看二级/等待价格确认,不建议基石，除非估值显著让利,等待回踩发行价/VWAP后试仓,二级高分：趋势延续持有/试仓,持仓风控：发行价、首日VWAP、20D低点为核心防线,基石阵容较多；暗盘转弱；孖展拥挤；公开认购过热；关注基石锁定期
C 等触发,2431.HK,佑驾创新,2024-12-27,已上市/半新股,60.0,54.2,58.6,72.6,只看二级/等待价格确认,不建议基石，除非估值显著让利,等待回踩发行价/VWAP后试仓,二级高分：趋势延续持有/试仓,持仓风控：发行价、首日VWAP、20D低点为核心防线,等待更多结构数据；关注基石锁定期
C 等触发,1304.HK,FORTIOR,2025-07-09,已上市/半新股,59.8,56.7,53.9,65.8,只看二级/等待价格确认,不建议基石，除非估值显著让利,等待回踩发行价/VWAP后试仓,二级高分：趋势延续持有/试仓,持仓风控：发行价、首日VWAP、20D低点为核心防线,基石阵容较多；孖展拥挤；公开认购过热；关注基石锁定期
C 等触发,0300.HK,美的集团,2024-09-17,已上市/半新股,59.5,45.5,50.9,78.4,回避或仅跟踪,不建议锁定,趋势确认买入/持有,趋势确认：回踩不破首日VWAP/发行价可试仓,首日情绪强但后续不足：放量不创新高止盈,基石阵容较多；关注基石锁定期
C 等触发,2508.HK,圣贝拉集团,2025-06-26,已上市/半新股,59.4,58.2,54.3,62.1,只看二级/等待价格确认,不建议基石，除非估值显著让利,破发弱势，回避或止损,等待触发：不追高，观察发行价、首日VWAP和20D低点,首日情绪强但后续不足：放量不创新高止盈,一手中签率低；基石阵容较多；孖展拥挤；公开认购过热；中签率极低；关注基石锁定期
C 等触发,9903.HK,天数智芯,2026-01-08,已上市/半新股,59.3,55.7,52.2,66.0,只看二级/等待价格确认,不建议基石，除非估值显著让利,等待回踩发行价/VWAP后试仓,二级高分：趋势延续持有/试仓,持仓风控：发行价、首日VWAP、20D低点为核心防线,基石阵容较多；暗盘强势；孖展拥挤；公开认购过热；关注基石锁定期
C 等触发,2569.HK,舒宝国际,2025-03-27,已上市/半新股,59.2,54.9,50.5,68.5,只看二级/等待价格确认,不建议锁定,等待回踩发行价/VWAP后试仓,趋势确认：回踩不破首日VWAP/发行价可试仓,首日情绪强但后续不足：放量不创新高止盈,暗盘转弱；孖展拥挤；公开认购过热
C 等触发,2228.HK,晶泰控股,2024-06-13,已上市/半新股,59.1,59.7,59.6,62.8,只看二级/等待价格确认,不建议基石，除非估值显著让利,等待回踩发行价/VWAP后试仓,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,基石阵容较多；公开认购过热；关注基石锁定期
C 等触发,2513.HK,智谱,2026-01-08,已上市/半新股,58.8,54.7,50.6,66.7,只看二级/等待价格确认,不建议锁定,等待回踩发行价/VWAP后试仓,二级高分：趋势延续持有/试仓,短期涨幅过大：分批止盈并跟踪成交背离,公开超购极热；孖展拥挤；一手中签率低；基石阵容较多；综合风险惩罚高；孖展极度拥挤；公开认购过热；中签率极低；关注基石锁定期
C 等触发,2410.HK,同源康医药-B,2024-08-20,已上市/半新股,58.5,46.6,50.4,76.0,回避或仅跟踪,不建议锁定,等待回踩发行价/VWAP后试仓,二级高分：趋势延续持有/试仓,短期涨幅过大：分批止盈并跟踪成交背离,等待更多结构数据；关注基石锁定期
C 等触发,2768.HK,国恩科技,2026-02-04,已上市/半新股,58.3,56.8,53.3,63.5,只看二级/等待价格确认,不建议基石，除非估值显著让利,等待回踩发行价/VWAP后试仓,二级高分：趋势延续持有/试仓,持仓风控：发行价、首日VWAP、20D低点为核心防线,公开超购极热；孖展拥挤；一手中签率低；基石阵容较多；暗盘强势；综合风险惩罚高；孖展极度拥挤；公开认购过热；中签率极低；关注基石锁定期
C 等触发,2670.HK,云迹,2025-10-16,已上市/半新股,58.0,51.2,44.6,67.9,回避或仅跟踪,不建议锁定,等待回踩发行价/VWAP后试仓,趋势确认：回踩不破首日VWAP/发行价可试仓,持仓风控：发行价、首日VWAP、20D低点为核心防线,公开超购极热；孖展拥挤；一手中签率低；暗盘强势；综合风险惩罚高；孖展极度拥挤；公开认购过热；中签率极低
C 等触发,2531.HK,广联科技控股,2024-07-15,已上市/半新股,57.9,49.2,53.9,73.8,回避或仅跟踪,不建议基石，除非估值显著让利,等待回踩发行价/VWAP后试仓,二级高分：趋势延续持有/试仓,短期涨幅过大：分批止盈并跟踪成交背离,等待更多结构数据；关注基石锁定期
C 等触发,2585.HK,梦金园,2024-11-29,已上市/半新股,57.8,58.4,62.2,63.0,只看二级/等待价格确认,不建议基石，除非估值显著让利,破发弱势，回避或止损,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,基石阵容较多；关注基石锁定期
C 等触发,2665.HK,图达通,2025-12-10,已上市/半新股,57.8,45.3,50.2,74.6,回避或仅跟踪,不建议锁定,等待回踩发行价/VWAP后试仓,趋势确认：回踩不破首日VWAP/发行价可试仓,持仓风控：发行价、首日VWAP、20D低点为核心防线,等待更多结构数据
C 等触发,6980.HK,八马茶业,2025-10-28,已上市/半新股,57.7,51.1,46.0,68.6,回避或仅跟踪,不建议锁定,等待回踩发行价/VWAP后试仓,趋势确认：回踩不破首日VWAP/发行价可试仓,短期涨幅过大：分批止盈并跟踪成交背离,公开超购极热；孖展拥挤；一手中签率低；暗盘强势；综合风险惩罚高；孖展极度拥挤；公开认购过热；中签率极低；上市后回撤大
C 等触发,2637.HK,海西新药,2025-10-20,已上市/半新股,57.6,54.7,50.3,64.0,只看二级/等待价格确认,不建议锁定,等待回踩发行价/VWAP后试仓,二级高分：趋势延续持有/试仓,持仓风控：发行价、首日VWAP、20D低点为核心防线,公开超购极热；孖展拥挤；一手中签率低；综合风险惩罚高；孖展极度拥挤；公开认购过热；中签率极低；关注基石锁定期
C 等触发,3317.HK,迅策,2025-12-30,已上市/半新股,57.5,54.8,60.0,67.9,只看二级/等待价格确认,不建议基石，除非估值显著让利,等待回踩发行价/VWAP后试仓,二级高分：趋势延续持有/试仓,持仓风控：发行价、首日VWAP、20D低点为核心防线,基石阵容较多；暗盘转弱；关注基石锁定期
C 等触发,9660.HK,地平线机器人-W,2024-10-24,已上市/半新股,57.4,54.0,56.9,64.9,只看二级/等待价格确认,不建议基石，除非估值显著让利,破发弱势，回避或止损,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,等待更多结构数据；关注基石锁定期
C 等触发,2562.HK,狮腾控股,2024-10-30,已上市/半新股,57.2,42.1,44.2,76.8,回避或仅跟踪,不建议锁定,等待回踩发行价/VWAP后试仓,趋势确认：回踩不破首日VWAP/发行价可试仓,短期涨幅过大：分批止盈并跟踪成交背离,等待更多结构数据
C 等触发,1334.HK,瑞昌国际控股,2024-07-10,已上市/半新股,57.2,54.1,56.9,65.7,只看二级/等待价格确认,不建议基石，除非估值显著让利,等待回踩发行价/VWAP后试仓,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,等待更多结构数据；关注基石锁定期
C 等触发,2590.HK,极智嘉-W,2025-07-09,已上市/半新股,57.1,59.0,55.1,57.8,只看二级/等待价格确认,不建议基石，除非估值显著让利,等待回踩发行价/VWAP后试仓,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,一手中签率低；暗盘转弱；孖展拥挤；公开认购过热；中签率极低；关注基石锁定期
C 等触发,1364.HK,古茗,2025-02-12,已上市/半新股,57.0,57.9,58.1,61.4,只看二级/等待价格确认,不建议基石，除非估值显著让利,等待回踩发行价/VWAP后试仓,破发修复：站回发行价且成交放大后观察,持仓风控：发行价、首日VWAP、20D低点为核心防线,基石阵容较多；孖展拥挤；公开认购过热；关注基石锁定期
C 等触发,2701.HK,国民技术,2026-03-23,已上市/半新股,57.0,57.1,58.3,59.3,只看二级/等待价格确认,不建议基石，除非估值显著让利,等待回踩发行价/VWAP后试仓,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,基石阵容较多；公开认购过热；关注基石锁定期
C 等触发,2577.HK,英诺赛科,2024-12-30,已上市/半新股,56.6,51.5,57.7,70.0,回避或仅跟踪,不建议基石，除非估值显著让利,等待回踩发行价/VWAP后试仓,二级高分：趋势延续持有/试仓,持仓风控：发行价、首日VWAP、20D低点为核心防线,等待更多结构数据；关注基石锁定期
C 等触发,2506.HK,讯飞医疗科技,2024-12-30,已上市/半新股,56.2,51.0,58.4,67.6,回避或仅跟踪,不建议基石，除非估值显著让利,等待回踩发行价/VWAP后试仓,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,基石阵容较多；关注基石锁定期
C 等触发,2551.HK,晶科电子股份,2024-11-08,已上市/半新股,56.2,52.9,47.8,62.7,只看二级/等待价格确认,不建议锁定,等待回踩发行价/VWAP后试仓,趋势确认：回踩不破首日VWAP/发行价可试仓,首日情绪强但后续不足：放量不创新高止盈,公开超购极热；孖展拥挤；一手中签率低；综合风险惩罚高；孖展极度拥挤；公开认购过热；中签率极低
C 等触发,6681.HK,脑动极光-B,2025-01-08,已上市/半新股,56.1,50.3,53.6,68.7,回避或仅跟踪,不建议基石，除非估值显著让利,等待回踩发行价/VWAP后试仓,二级高分：趋势延续持有/试仓,持仓风控：发行价、首日VWAP、20D低点为核心防线,暗盘转弱；关注基石锁定期
C 等触发,8549.HK,金叶国际集团,2025-10-10,已上市/半新股,55.9,49.0,41.6,67.2,回避或仅跟踪,不建议锁定,等待回踩发行价/VWAP后试仓,趋势确认：回踩不破首日VWAP/发行价可试仓,首日情绪强但后续不足：放量不创新高止盈,公开超购极热；孖展拥挤；一手中签率低；暗盘强势；综合风险惩罚高；孖展极度拥挤；公开认购过热；中签率极低；上市后回撤大
C 等触发,2460.HK,华润饮料,2024-10-23,已上市/半新股,55.8,57.2,56.2,58.1,只看二级/等待价格确认,不建议基石，除非估值显著让利,等待回踩发行价/VWAP后试仓,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,基石阵容较多；孖展拥挤；公开认购过热；关注基石锁定期
C 等触发,2477.HK,经纬天地,2024-01-12,已上市/半新股,55.7,48.6,47.2,64.7,回避或仅跟踪,不建议锁定,等待回踩发行价/VWAP后试仓,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,暗盘强势
C 等触发,0917.HK,趣致集团,2024-05-27,已上市/半新股,55.7,53.2,57.1,63.0,只看二级/等待价格确认,不建议基石，除非估值显著让利,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,暗盘强势；关注基石锁定期
